property_id,lat,lng,addr_street,suburb,price,property_type,year,bedrooms,bathrooms,parking_space,Shopping_center_id,Distance_to_sc,Train_station_id,Distance_to_train_station,travel_min_to_CBD,Transfer_flag,Hospital_id,Distance_to_hospital,Supermarket_id,Distance_to_supermarket
38368,-37.782697,145.022343,550 Heidelberg Road,ALPHINGTON,6350000,house,2012,3,1,1,SC_001,2.374,19930,0.619,20,0,hospital_029,0.765,S_219,2.344
29764,-37.77701,144.991051,24 Charles Street,NORTHCOTE,10285000,house,2011,3,1,1,SC_103,4.275,20017,0.193,17,0,hospital_035,2.156,S_138,2.527
5112,-37.871836,144.813769,29 Myrtle Grove,ALTONA,8445000,house,2009,3,1,3,SC_033,5.804,19925,0.743,32,0,hospital_141,6.916,S_128,1.489
41523,-37.752028,145.072506,12 Hodgson Street,HEIDELBERG,14700000,house,2010,4,1,2,SC_017,0.544,19936,1.162,31,0,hospital_066,1.01,S_100,0.871
90348,-37.962913,145.08228200000002,24 Barclay Drive,CHELTENHAM,7965000,house,2012,3,1,2,SC_003,1.091,19866,2.468,47,0,hospital_109,0.659,S_023,2.354
41465,-37.73904,145.09022099999999,11 Eamon Drive,VIEWBANK,6500000,house,2014,4,2,2,SC_017,2.667,19936,2.162,31,0,hospital_066,3.086,S_100,2.949
85461,-37.885517,144.99911,27 Nepean Highway,ELSTERNWICK,12960000,house,2016,3,1,2,SC_015,2.474,19954,0.179,16,0,hospital_116,0.899,S_193,0.627
46335,-37.71487045,145.1644745,1 Marlow Place,ELTHAM,7224000,house,2009,3,2,2,SC_051,4.606,19987,1.474,44,0,hospital_075,5.274,S_194,0.57
23550,-37.644462,144.906608,3 Ballymena Street,GREENVALE,10960000,house,2015,4,3,2,SC_072,1.544,44817,2.516,40,0,hospital_104,1.401,S_211,2.239
8322,-37.765231,144.79546000000002,24 Sunnybrae Circuit,CAIRNLEA,9376000,house,2015,4,2,2,SC_102,3.856,20003,1.51,31,0,hospital_057,1.757,S_159,0.9
11788,-37.714438,144.831006,24 Borrell Street,KEILOR,6786000,house,2015,3,2,3,SC_107,2.524,20001,3.674,36,0,hospital_005,5.317,S_222,2.843
69268,-37.850899,145.03759399999998,7 Ashley Grove,MALVERN,23140000,house,2012,3,2,2,SC_038,2.824,19911,0.402,15,0,hospital_157,1.384,S_235,1.285
81506,-37.985502000000004,145.22264099999998,77 Clow Street,DANDENONG,11050000,house,2015,3,1,0,SC_112,0.688,19888,1.237,54,0,hospital_119,0.325,S_184,0.564
31387,-37.754635,145.01033,62A Pender Street,THORNBURY,8140000,house,2010,3,1,1,SC_103,1.831,20014,1.036,22,0,hospital_035,0.947,S_105,0.711
74408,-37.880596000000004,145.01892,9 Harcourt Avenue,CAULFIELD,20960000,house,2014,3,2,2,SC_023,2.16,19954,1.65,16,0,hospital_080,0.489,S_166,0.774
19270,-37.670394,144.926368,9 Smeaton Avenue,DALLAS,4740000,house,2013,3,1,1,SC_072,2.216,44817,1.046,40,0,hospital_104,2.254,S_153,0.952
16465,-37.7110939,144.9418488,13 BARBARA STREET,HADFIELD,5400000,house,2009,3,1,0,SC_030,2.482,19962,1.693,33,0,hospital_184,4.749,S_004,0.529
80238,-38.00016785,145.1433411,4 Princeton Drive,KEYSBOROUGH,5940000,house,2009,4,3,2,SC_057,2.758,19862,4.703,58,0,hospital_096,2.534,S_079,2.674
35558,-37.722899,145.018878,76 North Road,RESERVOIR,7784000,house,2013,2,1,2,SC_047,2.012,20010,1.242,31,0,hospital_139,1.927,S_225,0.896
84300,-37.852588,145.003015,6a Aberdeen Road,PRAHRAN,11505000,house,2010,3,2,1,SC_066,1.018,19947,0.894,20,0,hospital_012,0.439,S_115,0.543
42989,-37.719919,145.106018,23 Amaroo Way,YALLAMBIE,11070000,house,2016,3,1,2,SC_017,5.178,19986,1.458,40,0,hospital_075,1.646,S_020,1.774
8993,-37.86688232,144.76885990000002,24 Donald Street,LAVERTON,3300000,house,2009,3,1,2,SC_092,4.571,19923,0.485,28,0,hospital_073,7.919,S_007,2.287
6950,-37.790385,144.84135600000002,7 Jessie Street,SUNSHINE,6480000,house,2011,3,1,2,SC_102,1.128,20021,0.774,26,0,hospital_174,1.613,S_080,1.215
1146,-37.80095673,144.88969419999998,50 Buckingham Street,FOOTSCRAY,6902000,house,2007,2,1,0,SC_043,2.609,20024,0.233,18,0,hospital_056,0.924,S_201,0.732
94059,-38.064108000000004,145.121824,9 Cannes Avenue,BONBEACH,9380000,house,2015,3,1,0,SC_070,5.971,19859,0.228,64,0,hospital_096,8.953,S_077,1.205
86277,-37.907171000000005,144.988293,1A Higinbotham Street,BRIGHTON,20160000,house,2010,4,3,2,SC_015,4.335,19951,1.131,21,0,hospital_198,0.462,S_150,0.841
55111,-37.841802,145.073822,17 Culliton Road,CAMBERWELL,18900000,house,2014,3,2,2,SC_099,2.388,19850,0.287,31,0,hospital_168,1.723,S_160,0.797
51352,-37.79407,145.121509,3A Boyd Street,DONCASTER,7200000,house,2011,4,2,2,SC_091,0.872,20042,2.8,33,0,hospital_117,2.084,S_188,0.817
36092,-37.67369843,145.0355377,1/37 Lynne Street,LALOR,3420000,house,2009,3,1,1,SC_062,5.039,20006,1.837,39,0,hospital_053,2.98,S_229,1.559
96790,-38.01803589,145.2765503,37 Glencairn Ave,HALLAM,4386000,house,2009,3,1,1,SC_077,2.861,19885,0.595,57,0,hospital_069,2.878,S_212,1.762
58701,-37.825511999999996,145.179149,2/6 Erskine Street,NUNAWADING,7194000,house,2012,3,2,2,SC_088,0.69,19899,0.662,34,0,hospital_010,2.13,S_202,0.313
22915,-37.74628,144.949668,5 Portland Street,COBURG,11130000,house,2012,4,2,2,SC_030,1.545,19965,1.28,28,0,hospital_084,1.161,S_172,1.463
39703,-37.69693756,145.04620359999998,143 Arthur St,BUNDOORA,6400000,house,2008,3,2,2,SC_047,4.839,20008,3.032,35,0,hospital_037,1.114,S_155,0.787
42970,-37.721591,145.080189,20 Hester Walk,MACLEOD,7735000,house,2011,4,2,2,SC_017,3.94,19983,1.09,34,0,hospital_075,2.91,S_020,2.569
19797,-37.67499161,144.9020233,6 Lima Court,WESTMEADOWS,2400000,house,2008,3,1,2,SC_059,2.104,20030,1.791,37,0,hospital_104,3.153,S_153,1.763
95091,-37.930012,145.036826,2 Wyuna Court,BENTLEIGH,8470000,house,2013,3,1,1,SC_046,1.065,19937,0.483,42,0,hospital_110,0.339,S_107,1.255
21706,-37.735634999999995,144.97104,1 Quarry Circuit,COBURG,9520000,house,2012,4,3,2,SC_030,1.876,19964,0.759,30,0,hospital_144,2.321,S_172,0.843
48787,-37.799079,145.04161000000002,87 Gladstone Street,KEW,17100000,house,2015,4,2,2,SC_083,2.439,19931,2.476,22,0,hospital_064,1.222,S_039,1.199
16062,-37.7014218,144.9010864,35 Marigold Crescent,GOWANBRAE,6215000,house,2013,4,2,1,SC_010,1.881,20032,1.463,33,0,hospital_184,4.564,S_209,2.081
89736,-37.97197723,145.06362919999998,1 Cobham Street,CHELTENHAM,7360000,house,2009,5,3,2,SC_003,2.234,19866,0.993,47,0,hospital_133,1.075,S_011,1.072
6406,-37.795064,144.832208,20 & 20A Couch Street,SUNSHINE,13000000,house,2014,3,2,1,SC_102,1.423,20021,0.729,26,0,hospital_174,1.934,S_080,1.497
54400,-37.816126000000004,145.03733799999998,30 Sercombe Grove,HAWTHORN,15000000,house,2016,2,1,1,SC_083,0.507,19904,0.6,20,0,hospital_086,0.669,S_208,0.458
23512,-37.653483,144.89622,22 Normanby Drive,GREENVALE,4960000,house,2011,4,3,2,SC_075,2.008,44817,2.759,40,0,hospital_104,2.155,S_211,1.973
85728,-37.88354874,145.01448059999998,52 Prentice Street,ELSTERNWICK,12000000,house,2008,4,2,2,SC_023,2.625,19954,1.201,16,0,hospital_080,0.113,S_193,0.838
11769,-37.707584999999995,144.813303,211 Burrowye Crescent,KEILOR,9495000,house,2014,3,2,2,SC_107,2.256,20001,2.966,36,0,hospital_057,5.89,S_222,2.452
47062,-37.71085358,145.1704559,33 Onkara Court,ELTHAM,1550000,house,2009,4,3,2,SC_051,4.246,19987,2.016,44,0,hospital_075,5.724,S_194,1.19
95055,-37.911936,145.02727099999998,2 Brennan Street,BENTLEIGH,8320000,house,2012,3,3,2,SC_046,3.219,19940,0.985,36,0,hospital_126,1.44,S_107,1.553
44680,-37.713679,145.097969,23 Liat Way,GREENSBOROUGH,6840000,house,2011,4,2,2,SC_017,5.354,19984,1.285,37,0,hospital_075,1.179,S_020,1.017
61829,-37.808197,145.24043,337 Maroondah Hwy,RINGWOOD,4807000,house,2009,3,1,0,SC_032,1.14,19879,0.956,46,0,hospital_105,0.402,S_190,0.935
79643,-37.999798999999996,145.158679,13 Tamarind Close,KEYSBOROUGH,5848000,house,2014,4,2,2,SC_057,1.507,19889,3.754,51,0,hospital_096,1.281,S_079,1.422
27832,-37.580946999999995,144.907746,8 Wattletree Street,CRAIGIEBURN,3195000,house,2014,3,2,1,SC_005,1.327,40221,3.904,46,0,hospital_104,7.844,S_178,2.734
61202,-37.811915,145.232851,11b Bardia Street,RINGWOOD,9184000,house,2015,3,2,2,SC_032,0.367,19902,0.559,41,0,hospital_105,0.903,S_190,0.206
74619,-37.904509000000004,145.05736399999998,15 Hunter Street,CARNEGIE,22610000,house,2016,4,1,2,SC_041,2.202,19941,1.566,35,0,hospital_159,2.138,S_015,1.875
30342,-37.769526,145.004476,7 Hopetoun Street,NORTHCOTE,7470000,house,2014,2,1,0,SC_001,3.288,20016,0.81,19,0,hospital_035,0.794,S_105,2.056
24105,-37.705714,144.973559,18 Victory Street,FAWKNER,4570000,house,2011,3,1,2,SC_030,3.618,19961,1.41,35,0,hospital_139,2.529,S_161,2.249
10196,-37.78095245,144.9248505,1A Tunbridge Street,FLEMINGTON,2360000,house,2008,3,1,0,SC_011,0.783,20039,0.683,17,0,hospital_007,0.714,S_086,0.742
30226,-37.776091,144.991626,56 Clarke Street,NORTHCOTE,13940000,house,2012,3,1,2,SC_103,4.164,20017,0.229,17,0,hospital_035,2.047,S_138,2.577
36713,-37.63665771,145.0332947,10 Maserati Drive,EPPING,4615000,house,2009,4,2,2,SC_062,4.896,20005,1.773,42,0,hospital_053,2.225,S_196,2.059
48021,-37.814187,145.033983,183 Barkers Road,KEW,12510000,house,2009,4,3,3,SC_083,0.713,19904,0.839,20,0,hospital_086,0.634,S_208,0.656
91001,-37.97283173,145.07434080000002,8 Alden Court,CHELTENHAM,9600000,house,2009,3,1,0,SC_003,1.306,19865,1.288,50,0,hospital_109,1.14,S_003,1.276
59764,-37.808640999999994,145.187771,29 Dunfield Avenue,MITCHAM,12825000,house,2016,3,1,2,SC_088,1.391,19900,1.106,37,0,hospital_070,0.548,S_202,1.98
13168,-37.724793,144.767731,45 Flint Crescent,DELAHEY,4480000,house,2013,3,1,1,SC_048,2.481,20001,2.344,36,0,hospital_057,5.722,S_094,2.613
70808,-37.881883,145.092448,5 Drummond Street,CHADSTONE,10815000,house,2014,3,1,1,SC_042,0.512,19839,0.847,26,0,hospital_098,2.102,S_026,0.914
75251,-37.901283,145.063494,5 Wilmoth Avenue,CARNEGIE,17760000,house,2015,4,2,2,SC_041,1.889,19919,1.28,30,0,hospital_159,2.344,S_015,1.637
83936,-37.855026,145.004927,37 Banole Avenue,PRAHRAN,17250000,house,2010,3,2,0,SC_066,1.318,19946,0.92,22,0,hospital_132,0.362,S_115,0.778
951,-37.803971000000004,144.889252,39 Alexander Street,SEDDON,6507000,house,2011,3,2,2,SC_043,2.697,20024,0.255,18,0,hospital_056,1.236,S_201,0.85
29055,-37.797536,144.99903899999998,49/84 Trenerry Crescent,ABBOTSFORD,6300000,house,2016,2,2,1,SC_008,3.022,19975,0.442,10,0,hospital_134,1.555,S_076,1.377
29713,-37.779998,144.998083,22 Candy Street,NORTHCOTE,19200000,house,2011,4,1,2,SC_001,4.074,19928,0.123,16,0,hospital_035,2.087,S_200,2.684
91830,-37.980032,145.03575,8 McNaught Street,BEAUMARIS,5144000,house,2016,3,1,2,SC_079,3.471,19866,2.223,47,0,hospital_055,1.431,S_011,2.347
41324,-37.704927000000005,145.059994,97 Greenwood Drive,BUNDOORA,8130000,house,2014,3,1,1,SC_047,4.565,19984,2.201,37,0,hospital_037,0.425,S_155,0.828
32814,-37.745432,144.99365500000002,46 Austral Avenue,PRESTON,7389000,house,2016,3,1,0,SC_103,0.978,20013,0.572,24,0,hospital_144,2.283,S_105,1.079
46121,-37.72118378,145.123642,49 Looker Road,MONTMORENCY,4110000,house,2008,3,1,3,SC_009,5.683,19986,0.682,40,0,hospital_075,2.376,S_210,2.737
96502,-38.01275635,145.28286740000001,138 Hinrichsen Drive,HALLAM,5328000,house,2009,3,2,2,SC_077,3.146,19885,1.275,57,0,hospital_069,2.758,S_087,1.628
11980,-37.712644,144.76929099999998,1 Derribong Court,DELAHEY,5698000,house,2010,3,2,1,SC_048,3.331,20000,1.352,39,0,hospital_057,6.649,S_094,1.303
38512,-37.770103999999996,145.039829,10 Abbotsford Grove,IVANHOE,16100000,house,2016,3,2,2,SC_001,0.299,19933,0.51,25,0,hospital_039,1.094,S_219,0.265
9226,-37.85844421,144.7197876,1 Windle Court,TRUGANINA,2600000,house,2008,4,2,2,SC_053,1.659,46468,2.743,32,0,hospital_073,4.108,S_007,2.263
89986,-37.97234,145.062579,1304 Nepean Highway,CHELTENHAM,5450000,house,2011,3,1,2,SC_003,2.328,19866,0.947,47,0,hospital_133,1.064,S_011,1.027
68619,-37.855926000000004,145.01568,63 Denbigh Road,ARMADALE,30400000,house,2016,3,1,0,SC_038,1.83,19945,0.326,23,0,hospital_132,0.63,S_235,1.257
51016,-37.786284,145.106014,20  High Street,DONCASTER,12240000,house,2016,3,3,2,SC_091,1.76,19896,3.69,31,0,hospital_194,1.653,S_046,1.58
82355,-37.988399,145.246492,69 Kidds Road,DOVETON,5775000,house,2010,3,1,1,SC_077,1.876,19888,3.23,54,0,hospital_119,2.442,S_195,1.553
75110,-37.893419,145.05939899999998,39 Mclaurin Road,CARNEGIE,10186000,house,2014,3,1,2,SC_041,0.967,19919,0.787,30,0,hospital_108,2.932,S_015,0.69
29190,-37.773343,144.99580500000002,10 Henry Street,NORTHCOTE,13920000,house,2014,2,1,1,SC_103,3.797,20016,0.39,19,0,hospital_035,1.572,S_105,2.573
79805,-38.003524,145.143426,185 Keylana Drive,KEYSBOROUGH,6000000,house,2008,1,1,0,SC_057,2.886,19862,4.479,58,0,hospital_096,2.658,S_079,2.8
66984,-37.773485,145.346298,128 Lakeview Drive,LILYDALE,8820000,house,2016,4,2,3,SC_084,3.32,19876,2.004,59,0,hospital_113,1.483,S_081,1.534
18822,-37.67370605,144.91999819999998,4 Nathalia Street,BROADMEADOWS,4060000,house,2009,3,1,2,SC_072,2.562,20030,1.041,37,0,hospital_104,2.562,S_153,0.509
5589,-37.78369,144.85394399999998,2 Lily Street,BRAYBROOK,7140000,house,2012,3,1,0,SC_043,1.294,20022,1.905,22,0,hospital_174,1.999,S_149,1.294
84725,-37.876591999999995,144.986427,1A Gordon Avenue,ELWOOD,12000000,house,2010,4,2,2,SC_015,1.013,19955,0.778,15,0,hospital_009,1.648,S_133,0.702
39444,-37.68330383,145.06652830000002,11 Betula Ave,BUNDOORA,8700000,house,2008,4,2,2,SC_062,3.897,19984,3.434,37,0,hospital_041,0.963,S_155,1.998
76604,-37.921664,145.118477,16 Lillian Street,CLAYTON,10400000,house,2014,4,2,2,SC_087,4.919,19915,0.382,39,0,hospital_076,0.184,S_169,0.476
70276,-37.868731,145.078622,7 Nicholas Street,ASHBURTON,10595000,house,2011,2,1,2,SC_042,1.483,19847,0.102,36,0,hospital_098,0.77,S_112,1.354
75629,-37.90335464,145.0766907,11 Fintonia Street,HUGHESDALE,9520000,house,2008,3,1,1,SC_087,1.718,19918,0.947,32,0,hospital_159,2.262,S_167,1.717
54428,-37.816736999999996,145.029892,34 Kinkora Road,HAWTHORN,37660000,house,2010,5,2,2,SC_083,0.651,19904,0.78,20,0,hospital_086,0.304,S_208,0.607
70037,-37.86203,145.08223,4 Fakenham Road,ASHBURTON,7928000,house,2010,3,2,3,SC_042,1.889,19848,0.078,35,0,hospital_098,0.321,S_112,1.126
92371,-37.980278000000006,145.07615900000002,6 Silverbanks Grove,MENTONE,5120000,house,2015,3,1,2,SC_003,1.523,19865,0.981,50,0,hospital_133,0.842,S_003,0.432
15747,-37.743618,144.887326,40 Teague Street,NIDDRIE,15920000,house,2015,4,3,2,SC_082,1.931,20037,2.892,21,0,hospital_184,1.569,S_198,1.963
76466,-37.90625381,145.1263428,1 Florence Ave,CLAYTON,9295000,house,2007,5,3,2,SC_096,4.389,19915,2.114,39,0,hospital_065,1.409,S_169,2.294
93449,-38.02269745,145.10566709999998,5 Nirringa Avenue,ASPENDALE,4194000,house,2008,3,1,2,SC_003,5.922,19862,0.59,58,0,hospital_001,4.587,S_119,2.33
87478,-37.93152,144.99501999999998,2 Lorraine Street,HAMPTON,19680000,house,2013,4,2,3,SC_046,3.906,19950,0.761,23,0,hospital_036,1.434,S_088,0.892
66527,-37.795548,145.32476699999998,5a Lawson Road,MOOROOLBARK,3300000,house,2012,3,2,2,SC_022,3.688,19877,1.621,54,0,hospital_113,4.576,S_224,1.465
74138,-37.909824,145.283068,20 Glenview Place,LYSTERFIELD,7720000,house,2015,4,3,2,SC_049,2.798,19867,2.874,57,0,hospital_150,2.919,S_199,2.313
53216,-37.820812,144.989981,4 Grattan Place,RICHMOND,11895000,house,2014,2,1,0,SC_068,1.722,19908,0.364,13,0,hospital_173,0.436,S_076,1.341
37710,-37.65434265,145.03637700000002,7 Mirram Court,EPPING,4485000,house,2009,3,1,2,SC_062,4.34,20005,0.593,42,0,hospital_053,1.779,S_229,2.017
74255,-37.886229,145.02926000000002,162 Bambra Road,CAULFIELD,9270000,house,2010,4,2,2,SC_023,1.636,19942,1.203,32,0,hospital_080,1.227,S_166,0.341
29248,-37.773956,145.008546,11 Alphington Street,NORTHCOTE,10980000,house,2011,3,2,2,SC_001,3.002,19929,0.583,18,0,hospital_035,1.231,S_105,2.584
44200,-37.697377,145.110038,12 Rainham Close,GREENSBOROUGH,10164000,house,2015,4,3,3,SC_051,5.112,19985,0.749,41,0,hospital_075,0.938,S_210,0.916
30874,-37.751087,144.98591299999998,183 Miller Street,THORNBURY,4860000,house,2012,3,1,0,SC_103,1.906,20014,1.198,22,0,hospital_144,1.38,S_105,1.559
9846,-37.903728,144.63197399999999,52 St Andrews Drive,WERRIBEE,5115000,house,2014,3,2,2,SC_012,3.9,19921,2.605,39,0,hospital_073,5.114,S_050,2.787
84820,-37.884918,144.98932,26 Spray Street,ELWOOD,15760000,house,2013,4,2,1,SC_015,1.959,19954,1.017,16,0,hospital_116,1.761,S_133,1.366
54379,-37.8218689,145.02449040000002,3 Morang Road,HAWTHORN,13200000,house,2008,2,2,1,SC_083,0.988,19905,0.14,18,0,hospital_086,0.631,S_208,0.988
40988,-37.707318,145.05676200000002,60 Greenwood Drive,BUNDOORA,7840000,house,2015,4,1,2,SC_047,4.184,19983,2.349,34,0,hospital_037,0.62,S_155,0.974
50247,-37.75920105,145.08819580000002,43 Yarra Valley Boulevard,BULLEEN,12348000,house,2008,4,2,2,SC_009,0.789,19935,2.433,29,0,hospital_004,2.341,S_154,0.848
49385,-37.805566999999996,145.07171599999998,30 Monash Avenue,BALWYN,25500000,house,2014,2,1,2,SC_099,2.412,19893,2.266,26,0,hospital_064,2.088,S_137,1.518
53294,-37.82068253,145.0018463,42 Mary Street,RICHMOND,7740000,house,2008,3,1,0,SC_038,2.285,19907,0.763,6,0,hospital_122,0.174,S_076,1.351
18461,-37.682656,144.931555,21 Waranga Crescent,BROADMEADOWS,5400000,house,2012,3,1,2,SC_072,3.645,20030,1.053,37,0,hospital_104,3.69,S_153,1.01
35944,-37.686837,145.039776,27 Murchison Way,THOMASTOWN,6500000,house,2015,3,2,2,SC_062,5.617,20007,2.36,37,0,hospital_041,2.105,S_155,1.873
27834,-37.60827637,144.93048100000001,8 Wick Close,CRAIGIEBURN,4928000,house,2009,3,2,2,SC_110,1.396,40221,1.341,46,0,hospital_104,4.805,S_005,1.372
66402,-37.781646,145.332582,43 Blackburn Road,MOOROOLBARK,5863000,house,2010,3,1,3,SC_084,3.088,19877,1.809,54,0,hospital_113,2.934,S_168,2.8
88378,-37.953542,145.050245,1/8 Matthieson Street,HIGHETT,5208000,house,2013,3,2,2,SC_079,0.943,19872,0.93,44,0,hospital_082,0.962,S_023,0.821
91411,-37.973465000000004,145.038039,21 McDonald Street,BEAUMARIS,18240000,house,2010,4,2,2,SC_079,2.722,19866,1.636,47,0,hospital_055,1.428,S_023,2.206
26189,-37.5767349,144.91225980000002,26 Serenity Way,CRAIGIEBURN,6016000,house,2014,3,2,1,SC_005,0.762,40221,3.912,46,0,hospital_104,8.265,S_178,2.715
37997,-37.776937,145.030894,14 Kelvin Road,ALPHINGTON,16500000,house,2014,3,1,2,SC_001,1.388,19931,0.165,22,0,hospital_039,1.51,S_219,1.357
48778,-37.812597,145.042931,84 Edgevale Road,KEW,14112000,house,2010,2,1,0,SC_083,1.088,19903,1.121,22,0,hospital_064,0.642,S_208,1.051
45858,-37.71664047,145.13591,17 Adam Crescent,MONTMORENCY,5005000,house,2009,3,2,1,SC_051,5.223,19987,1.104,44,0,hospital_075,2.94,S_194,1.954
21112,-37.76224518,144.9677887,35 Mountfield Street,BRUNSWICK,10659000,house,2009,2,1,0,SC_030,3.667,19967,0.635,23,0,hospital_144,0.732,S_074,1.085
27322,-37.609486,144.940995,59 Mitford Cres,CRAIGIEBURN,2344000,house,2014,3,2,2,SC_110,1.264,40221,0.878,46,0,hospital_104,4.933,S_005,1.335
70251,-37.867321000000004,145.068118,64 Albion Road,ASHBURTON,19800000,house,2014,3,1,2,SC_041,2.111,19837,0.489,21,0,hospital_108,0.644,S_048,2.113
71743,-37.857510999999995,145.240491,7 Attenborough Square,WANTIRNA,6510000,house,2012,3,1,2,SC_032,5.087,19870,2.998,49,0,hospital_179,1.451,S_227,2.049
13959,-37.752681,144.903433,18 McCracken Street,ESSENDON,8775000,house,2015,3,1,2,SC_082,2.09,20037,1.183,21,0,hospital_184,1.165,S_197,1.098
75442,-37.90624237,145.0603333,757 North Road,CARNEGIE,7380000,house,2008,3,2,2,SC_041,2.397,19941,1.851,35,0,hospital_159,1.865,S_015,2.095
72642,-37.837390899999995,145.2840729,911 Mountain Highway,BAYSWATER,6006000,house,2006,3,1,3,SC_022,4.265,19870,1.482,49,0,hospital_002,2.45,S_139,1.633
56198,-37.850033,145.10331599999998,139 Burwood Highway,BURWOOD,30000000,house,2015,3,2,2,SC_042,3.212,19849,2.012,33,0,hospital_089,1.151,S_112,2.01
81447,-37.980814,145.210591,68 Princes Highway,DANDENONG,10640000,house,2012,4,3,3,SC_112,0.801,19888,1.022,54,0,hospital_033,0.694,S_183,0.366
64607,-37.811997999999996,145.287588,5 Tara Close,CROYDON,8970000,house,2016,4,2,2,SC_022,1.491,19878,1.943,50,0,hospital_164,2.853,S_055,1.377
33638,-37.695032,145.01046100000002,1101 High Street,RESERVOIR,9180000,house,2012,3,1,0,SC_103,5.016,20008,0.127,35,0,hospital_139,2.736,S_228,2.546
93928,-38.070496999999996,145.125521,40 Mascot Avenue,BONBEACH,6948000,house,2015,3,1,1,SC_070,5.379,19858,0.56,66,0,hospital_043,8.789,S_077,1.987
81487,-38.000063,145.202811,71 Tarene Street,DANDENONG,9520000,house,2011,3,2,0,SC_117,1.427,19888,1.277,54,0,hospital_119,2.184,S_184,1.878
33165,-37.747194,145.007643,74 Hotham Street,PRESTON,9230000,house,2015,3,2,2,SC_103,0.984,20013,0.684,24,0,hospital_035,1.75,S_105,0.558
30115,-37.775236,144.998593,45 James Street,NORTHCOTE,10660000,house,2011,3,1,1,SC_001,3.887,20017,0.574,17,0,hospital_035,1.595,S_105,2.726
16334,-37.70811081,144.9269714,11 Apsley Street,GLENROY,6310000,house,2009,4,2,1,SC_030,3.387,20032,0.946,33,0,hospital_184,4.266,S_209,0.352
56461,-37.850605,145.116839,250 Burwood Highway,BURWOOD,5060000,house,2016,3,1,1,SC_037,3.547,19840,2.594,28,0,hospital_047,1.708,S_097,1.562
47357,-37.713939,145.139364,6 Bird Street,ELTHAM,8022000,house,2014,3,2,2,SC_051,4.828,19987,0.746,44,0,hospital_075,3.109,S_194,1.645
85424,-37.89395142,145.0072174,24 Gough Street,ELSTERNWICK,12740000,house,2008,4,2,2,SC_015,3.651,19953,0.406,18,0,hospital_013,0.588,S_193,0.781
85571,-37.88347626,145.0137787,36A Prentice St,ELSTERNWICK,9800000,house,2009,2,1,1,SC_023,2.681,19954,1.141,16,0,hospital_080,0.171,S_193,0.788
48184,-37.807407,145.031958,26 Queen Street,KEW,17080000,house,2011,4,2,1,SC_083,1.489,19904,1.614,20,0,hospital_086,1.332,S_039,0.205
21348,-37.764078000000005,144.967017,52 Stewart Street,BRUNSWICK,12320000,house,2014,4,1,1,SC_030,3.826,19967,0.641,23,0,hospital_144,0.945,S_074,0.887
1094,-37.80553055,144.88504030000001,49 Williamstown Road,SEDDON,8760000,house,2007,3,1,2,SC_043,2.456,20023,0.415,20,0,hospital_056,1.384,S_201,1.259
56124,-37.856336,145.130061,10 Winton Street,BURWOOD,6528000,house,2014,3,1,2,SC_067,3.894,19875,2.113,30,0,hospital_047,1.525,S_097,0.55
45937,-37.715059000000004,145.124891,2/33 Mountain View Road,MONTMORENCY,7200000,house,2010,3,1,1,SC_051,5.536,19986,0.298,40,0,hospital_075,2.007,S_210,2.374
76121,-37.894502,145.080517,36 Euston Road,HUGHESDALE,16950000,house,2011,4,2,2,SC_087,0.684,19918,0.257,32,0,hospital_166,2.298,S_167,0.684
63272,-37.789965,145.302926,1/29 Lionel Crescent,CROYDON,5950000,house,2010,3,1,0,SC_022,2.02,19877,1.016,54,0,hospital_164,4.611,S_224,1.504
8450,-37.75030899,144.7830505,36 Homebush Road,CAIRNLEA,5460000,house,2008,3,2,2,SC_107,3.339,20002,1.615,33,0,hospital_057,2.991,S_152,0.697
25966,-37.578188,144.928138,21 Midland Way,CRAIGIEBURN,3982000,house,2014,3,2,1,SC_005,0.789,40221,2.952,46,0,hospital_104,8.1,S_178,1.835
30654,-37.758055,144.989146,122 Normanby Avenue,THORNBURY,14195000,house,2015,2,1,1,SC_103,2.345,20014,0.894,22,0,hospital_144,1.537,S_105,1.493
96126,-37.9073372,145.044679,6A Carcoola Court,ORMOND,6780000,house,2010,3,2,2,SC_041,2.798,19941,0.639,35,0,hospital_126,2.345,S_107,1.376
67538,-37.76713943,145.3681946,5 Opal Court,LILYDALE,4784000,house,2009,3,2,2,SC_084,4.879,19876,2.219,59,0,hospital_113,1.312,S_081,1.824
20592,-37.7770195,144.9700317,157 Barkly Street,BRUNSWICK,9290000,house,2009,3,1,2,SC_008,3.877,19969,1.021,20,0,hospital_024,1.946,S_138,0.681
76621,-37.91828156,145.1233368,17 Murray Street,CLAYTON,12960000,house,2008,3,1,0,SC_087,4.949,19915,0.754,39,0,hospital_065,0.144,S_169,0.948
24140,-37.714044,144.97321100000002,2 Undera Court,FAWKNER,4740000,house,2013,3,1,2,SC_030,2.883,19962,1.117,33,0,hospital_139,2.223,S_030,1.957
39106,-37.751377000000005,145.03946200000001,1 Wilkinson Crescent,BELLFIELD,11775000,house,2016,3,1,0,SC_047,1.639,19934,1.863,27,0,hospital_090,0.941,S_219,1.889
58306,-37.810382000000004,145.14316100000002,7 Selwyn Street,BLACKBURN,12480000,house,2015,4,2,1,SC_037,2.063,19897,1.178,30,0,hospital_154,2.092,S_147,2.115
